1	0	1	0	
1.00044	0.0125273	1	0.0139758	
1.00305	0.0416185	1.00112	0.0339896	
1.00898	0.0772379	1.00521	0.0774127	
1.01848	0.112269	1.01388	0.121256	
1.03124	0.141824	1.02684	0.150984	
1.04655	0.162708	1.04265	0.158219	
1.06343	0.173009	1.0592	0.139096	
1.08077	0.171776	1.07412	0.0930594	
1.09739	0.158773	1.08504	0.021968	
1.11214	0.134296	1.08979	-0.0705893	
