1	0	1	0	
1.00044	0.0125273	1	0	
1.00305	0.0416185	1.0014	0.0223614	
1.00898	0.0772379	1.00574	0.0556132	
1.01848	0.112269	1.01361	0.0915005	
1.03124	0.141824	1.02492	0.124234	
1.04655	0.162708	1.03911	0.149907	
1.06343	0.173009	1.05529	0.166046	
1.08077	0.171776	1.07243	0.171258	
1.09739	0.158773	1.08938	0.164964	
1.11214	0.134296	1.10497	0.147189	
